PPDA_H_Int1,PPDA_H_Int2,PPDA_H_Int3,PPDA_H_Int4,PPDA_H_Int5,PPDA_H_Int6,PPDA_A_Int1,PPDA_A_Int2,PPDA_A_Int3,PPDA_A_Int4,PPDA_A_Int5,PPDA_A_Int6,home team,away team,Relative quality,xG_H_Int1,xG_H_Int2,xG_H_Int3,xG_H_Int4,xG_H_Int5,xG_H_Int6,xG_A_Int1,xG_A_Int2,xG_A_Int3,xG_A_Int4,xG_A_Int5,xG_A_Int6,PPDA_H_1stHalf,PPDA_H_2ndHalf,PPDA_A_1stHalf,PPDA_A_2ndHalf,xG_H_1stHalf,xG_H_2ndHalf,xG_A_1stHalf,xG_A_2ndHalf,xG_H_Total,xG_A_Total,PPDA_H_Total,PPDA_A_Total,MatchSuspicionType,xG_Diff_Total,xG_Diff_1stHalf,xG_Diff_2ndHalf,PPDA_H_Change,PPDA_A_Change,HomePressingDrop,AwayPressingDrop,xG_H_Change,xG_A_Change,HomeAttackingDrop,AwayAttackingDrop,xG_H_Early,xG_A_Early,xG_H_Late,xG_A_Late,xG_H_Mid,xG_A_Mid,PPDA_H_Early,PPDA_A_Early,PPDA_H_Mid,PPDA_A_Mid,PPDA_H_Late,PPDA_A_Late,xG_H_to_PPDA,xG_A_to_PPDA,xG_H_TotalChange,xG_A_TotalChange,PPDA_H_TotalChange,PPDA_A_TotalChange
8.0,5.0,4.0,10.0,6.0,9.0,19.0,6.4,2.25,2.75,9.0,5.75,unidentified,unidentified,away team stronger,0.0,0.39,0.0,0.42,0.29,0.51,0.3,0.03,0.18,0.14,0.96,0.43,5.67,8.33,9.22,5.83,0.39,1.22,0.51,1.53,1.61,2.04,7.0,7.52,unidentified,-0.43,-0.12,-0.31,2.66,-3.39,1,0,0.83,1.02,0,0,0.42,0.44,0.51,0.61,0.68,0.99,9.0,10.88,5.5,7.7,6.5,4.0,0.23,0.27,1.55,1.81,17.0,26.75
6.2,11.0,20.0,25.0,14.0,64.0,4.0,5.14,3.92,3.91,4.33,6.17,unidentified,unidentified,equal strength teams,0.0,0.47,0.0,0.07,0.0,0.0,0.09,0.11,0.1,0.01,0.42,0.16,12.4,34.33,4.35,4.8,0.47,0.07,0.3,0.59,0.54,0.89,23.37,4.58,unidentified,-0.35,0.17,-0.52,21.93,0.45,1,1,-0.4,0.29,1,0,0.07,0.1,0.0,0.26,0.47,0.53,15.6,3.96,12.5,4.73,42.0,5.04,0.02,0.19,1.08,0.79,79.8,4.63
5.0,22.0,6.75,10.6,13.67,5.13,6.91,9.83,10.2,14.4,64.0,13.5,unidentified,unidentified,home team stronger,0.6,0.05,0.0,0.0,0.0,0.39,0.0,0.18,0.65,0.0,0.02,0.06,11.25,9.8,8.98,30.63,0.65,0.39,0.83,0.08,1.04,0.91,10.52,19.81,unidentified,0.13,-0.18,0.31,-1.45,21.65,0,1,-0.26,-0.75,1,1,0.6,0.0,0.39,0.71,0.05,0.2,7.8,10.66,17.84,36.92,5.94,11.85,0.1,0.05,0.99,1.36,47.71,107.59
58.0,13.0,6.8,8.25,4.83,8.71,8.6,46.0,20.0,6.83,15.0,8.33,unidentified,unidentified,away team stronger,0.0,0.21,0.17,0.19,0.0,0.32,1.01,0.09,0.51,0.62,0.24,0.39,25.93,7.26,24.87,10.05,0.38,0.51,1.61,1.25,0.89,2.86,16.6,17.46,unidentified,-1.97,-1.23,-0.74,-18.67,-14.82,0,0,0.13,-0.36,0,1,0.19,1.63,0.49,0.9,0.21,0.33,33.12,7.72,8.91,30.5,7.76,14.16,0.05,0.16,0.78,1.98,59.95,91.41
49.0,4.11,5.27,5.0,9.67,6.33,11.67,11.25,11.25,7.71,6.4,11.25,unidentified,unidentified,away team stronger,0.01,0.07,0.63,0.0,0.99,0.4,0.03,0.0,0.01,0.27,0.15,0.0,19.46,7.0,11.39,8.45,0.71,1.39,0.04,0.42,2.1,0.46,13.23,9.92,unidentified,1.64,0.67,0.97,-12.46,-2.94,0,0,0.68,0.38,0,0,0.01,0.3,1.03,0.01,1.06,0.15,27.0,9.69,6.89,8.82,5.8,11.25,0.16,0.05,2.83,0.57,54.33,10.12
41.67,25.67,38.0,5.4,5.33,3.13,13.67,16.0,14.5,7.6,13.0,10.4,unidentified,unidentified,home team stronger,0.02,0.0,0.06,0.02,0.06,0.6,0.0,0.08,0.34,0.0,0.14,0.0,35.11,4.62,14.72,10.33,0.08,0.68,0.42,0.14,0.76,0.56,19.87,12.53,unidentified,0.2,-0.34,0.54,-30.49,-4.39,0,0,0.6,-0.28,0,1,0.04,0.0,0.66,0.34,0.06,0.22,23.54,10.64,15.5,14.5,20.56,12.45,0.04,0.04,0.7,0.96,63.2,18.73
40.0,16.33,115.0,30.33,7.25,9.67,15.0,6.0,6.6,4.8,12.5,6.33,unidentified,unidentified,equal strength teams,0.0,0.0,0.0,0.0,0.05,0.17,0.1,0.0,0.07,0.03,0.25,0.07,57.11,15.75,9.2,7.88,0.0,0.22,0.17,0.35,0.22,0.52,36.43,8.54,unidentified,-0.3,-0.17,-0.13,-41.36,-1.32,0,0,0.22,0.18,0,0,0.0,0.13,0.17,0.14,0.05,0.25,35.16,9.9,11.79,9.25,62.34,6.46,0.01,0.06,0.17,0.61,232.51,25.27
24.5,5.83,6.67,16.0,24.0,6.5,22.0,6.57,18.0,23.5,30.0,11.2,unidentified,unidentified,away team stronger,0.33,0.0,0.02,0.25,0.13,0.22,0.09,0.66,0.57,0.27,0.01,0.18,12.33,15.5,15.52,21.57,0.35,0.6,1.32,0.46,0.95,1.78,13.92,18.54,unidentified,-0.83,-0.97,0.14,3.17,6.05,1,1,0.25,-0.86,0,1,0.58,0.36,0.24,0.75,0.13,0.67,20.25,22.75,14.92,18.28,6.58,14.6,0.07,0.1,0.79,1.39,54.34,57.66
12.6,9.0,13.33,7.33,36.0,15.0,14.0,7.0,13.75,4.5,6.0,8.17,unidentified,unidentified,away team stronger,0.13,0.21,0.65,0.0,0.0,0.28,0.09,0.03,0.41,0.25,0.84,0.25,11.64,19.44,11.58,6.22,0.99,0.28,0.53,1.34,1.27,1.87,15.54,8.9,unidentified,-0.6,0.46,-1.06,7.8,-5.36,1,0,-0.71,0.81,1,0,0.13,0.34,0.93,0.66,0.21,0.87,9.96,9.25,22.5,6.5,14.16,10.96,0.08,0.21,1.45,1.78,63.6,26.67
12.2,5.89,7.89,8.25,15.33,4.33,17.33,9.33,7.8,6.0,4.83,8.25,unidentified,unidentified,away team stronger,0.25,0.85,0.57,0.05,0.4,0.24,0.0,0.09,0.76,0.43,0.05,0.79,8.66,9.3,11.49,6.36,1.67,0.69,0.85,1.27,2.36,2.12,8.98,8.92,unidentified,0.24,0.82,-0.58,0.64,-5.13,1,0,-0.98,0.42,1,0,0.3,0.43,0.81,1.55,1.25,0.14,10.22,11.66,10.61,7.08,6.11,8.02,0.26,0.24,1.91,2.21,26.75,15.92
11.33,8.0,7.43,8.5,37.0,11.8,8.29,7.57,4.2,8.0,15.33,3.38,unidentified,unidentified,home team stronger,0.0,0.23,0.0,0.04,0.18,0.68,0.0,0.07,0.91,0.67,0.01,0.98,8.92,19.1,6.69,8.9,0.23,0.9,0.98,1.66,1.13,2.64,14.01,7.8,unidentified,-1.51,-0.75,-0.76,10.18,2.21,1,1,0.67,0.68,0,0,0.04,0.67,0.68,1.89,0.41,0.08,9.91,8.14,22.5,11.45,9.62,3.79,0.08,0.34,1.14,2.78,58.67,27.17
10.6,3.4,15.75,8.6,7.5,9.5,5.0,6.2,11.33,3.3,39.0,15.4,unidentified,unidentified,away team stronger,0.19,0.12,0.62,0.0,0.25,0.08,0.3,0.1,0.36,0.0,0.02,0.11,9.92,8.53,7.51,19.23,0.93,0.33,0.76,0.13,1.26,0.89,9.22,13.37,unidentified,0.37,0.17,0.2,-1.39,11.72,0,1,-0.6,-0.63,1,1,0.19,0.3,0.7,0.47,0.37,0.12,9.6,4.15,5.45,22.6,12.62,13.36,0.14,0.07,1.61,0.93,29.8,73.66
9.83,43.0,11.67,29.0,18.5,4.71,11.6,19.75,6.0,4.5,20.0,2.82,unidentified,unidentified,equal strength teams,0.55,0.0,1.04,0.0,0.0,0.23,0.28,0.05,0.04,0.01,0.18,0.23,21.5,17.4,12.45,9.11,1.59,0.23,0.37,0.42,1.82,0.79,19.45,10.78,unidentified,1.03,1.22,-0.19,-4.1,-3.34,0,0,-1.36,0.05,1,0,0.55,0.29,1.27,0.27,0.0,0.23,19.42,8.05,30.75,19.88,8.19,4.41,0.09,0.07,2.86,0.49,106.12,56.08
8.0,3.33,9.75,6.29,4.5,4.0,4.83,9.2,5.8,6.8,16.5,11.0,unidentified,unidentified,equal strength teams,0.53,0.33,0.97,0.07,0.12,0.01,0.72,0.0,0.08,0.0,0.22,0.02,7.03,4.93,6.61,11.43,1.83,0.2,0.8,0.24,2.03,1.04,5.98,9.02,unidentified,0.99,1.03,-0.04,-2.1,4.82,0,1,-1.63,-0.56,1,1,0.6,0.72,0.98,0.1,0.45,0.22,7.14,5.82,3.92,12.85,6.88,8.4,0.34,0.12,1.9,1.3,16.84,23.97
8.0,7.33,6.43,4.67,1.8,13.0,49.0,61.0,17.67,23.5,27.0,21.25,unidentified,unidentified,equal strength teams,0.2,0.04,0.28,0.36,1.03,0.57,0.0,0.0,0.04,0.0,0.0,0.63,7.25,6.49,42.56,23.92,0.52,1.96,0.04,0.63,2.48,0.67,6.87,33.24,unidentified,1.81,0.48,1.33,-0.76,-18.64,0,0,1.44,0.59,0,0,0.56,0.0,0.85,0.67,1.07,0.0,6.34,36.25,4.57,44.0,9.72,19.46,0.36,0.02,1.61,0.71,17.4,70.41
7.8,6.4,8.25,13.5,5.2,4.3,14.4,10.29,8.33,8.75,2.43,6.83,unidentified,unidentified,equal strength teams,0.4,0.0,0.13,0.36,0.42,0.91,0.13,0.04,0.0,0.33,0.27,0.01,7.48,7.67,11.01,6.0,0.53,1.69,0.17,0.61,2.22,0.78,7.58,8.5,unidentified,1.44,0.36,1.08,0.19,-5.01,1,0,1.16,0.44,0,0,0.76,0.46,1.04,0.01,0.42,0.31,10.65,11.58,5.8,6.36,6.28,7.58,0.29,0.09,1.31,0.78,17.7,17.21
7.75,6.0,7.86,6.0,57.0,6.56,12.25,11.5,17.0,10.8,14.5,16.4,unidentified,unidentified,home team stronger,0.0,0.12,0.33,0.2,0.27,0.7,0.02,0.0,0.0,0.05,0.09,0.44,7.2,23.19,13.58,13.9,0.45,1.17,0.02,0.58,1.62,0.6,15.2,13.74,unidentified,1.02,0.43,0.59,15.99,0.32,1,1,0.72,0.56,0,0,0.2,0.07,1.03,0.44,0.39,0.09,6.88,11.52,31.5,13.0,7.21,16.7,0.11,0.04,0.96,0.46,106.91,18.05
6.71,15.33,37.0,8.6,15.0,6.0,11.75,3.55,11.67,5.43,15.0,6.71,unidentified,unidentified,away team stronger,0.0,0.0,0.06,0.18,0.13,0.05,0.1,0.34,0.13,0.73,0.18,0.34,19.68,9.87,8.99,9.05,0.06,0.36,0.57,1.25,0.42,1.82,14.77,9.02,unidentified,-1.4,-0.51,-0.89,-9.81,0.06,0,1,0.3,0.68,0,0,0.18,0.83,0.11,0.47,0.13,0.52,7.65,8.59,15.16,9.28,21.5,9.19,0.03,0.2,0.31,1.76,74.09,40.42
6.2,7.0,4.0,4.83,8.67,7.67,1.63,3.7,6.8,7.5,8.75,5.83,unidentified,unidentified,away team stronger,0.0,0.0,0.0,0.18,0.55,0.0,0.28,0.11,0.34,0.15,0.06,0.76,5.73,7.06,4.04,7.36,0.0,0.73,0.73,0.97,0.73,1.7,6.4,5.7,unidentified,-0.97,-0.73,-0.24,1.33,3.32,1,1,0.73,0.24,0,0,0.18,0.43,0.0,1.1,0.55,0.17,5.52,4.56,7.84,6.22,5.84,6.32,0.11,0.3,1.1,1.38,9.47,10.04
5.73,39.0,2.56,8.25,4.18,3.67,5.83,13.25,2.56,6.5,14.33,7.0,unidentified,unidentified,home team stronger,0.19,0.54,0.2,0.32,0.0,0.49,0.0,0.02,0.0,0.13,0.0,0.28,15.76,5.37,7.21,9.28,0.93,0.81,0.02,0.41,1.74,0.43,10.57,8.24,unidentified,1.31,0.91,0.4,-10.39,2.07,0,1,-0.12,0.39,1,0,0.51,0.13,0.69,0.28,0.54,0.02,6.99,6.16,21.59,13.79,3.12,4.78,0.16,0.05,1.62,0.58,79.98,37.21
5.67,10.17,7.0,5.29,7.33,3.33,6.14,2.5,5.88,6.4,4.83,5.57,unidentified,unidentified,away team stronger,0.08,0.02,0.34,0.28,0.0,1.38,0.16,0.0,0.01,0.12,0.0,0.0,7.61,5.32,4.84,5.6,0.44,1.66,0.17,0.12,2.1,0.29,6.46,5.22,unidentified,1.81,0.27,1.54,-2.29,0.76,0,1,1.22,-0.05,0,1,0.36,0.28,1.72,0.01,0.02,0.0,5.48,6.27,8.75,3.66,5.16,5.72,0.32,0.06,2.1,0.4,15.42,9.85
4.71,4.56,4.31,7.25,5.57,6.44,30.0,9.67,14.17,16.0,10.6,12.67,unidentified,unidentified,home team stronger,1.11,0.03,0.49,0.56,0.0,0.4,0.0,0.06,0.03,0.09,0.62,0.11,4.53,6.42,17.95,13.09,1.63,0.96,0.09,0.82,2.59,0.91,5.47,15.52,unidentified,1.68,1.54,0.14,1.89,-4.86,1,0,-0.67,0.73,1,0,1.67,0.09,0.89,0.14,0.03,0.68,5.98,23.0,5.06,10.14,5.38,13.42,0.47,0.06,2.57,1.19,5.89,34.13
4.44,7.4,6.78,13.0,10.6,18.4,17.0,4.25,1.8,13.0,2.86,10.83,unidentified,unidentified,home team stronger,0.95,0.19,0.16,0.0,0.28,1.55,0.0,0.0,0.34,0.51,0.07,0.0,6.21,14.0,7.68,8.9,1.3,1.83,0.34,0.58,3.13,0.92,10.1,8.29,unidentified,2.21,0.96,1.25,7.79,1.22,1,1,0.53,0.24,0,0,0.95,0.51,1.71,0.34,0.47,0.07,8.72,15.0,9.0,3.56,12.59,6.32,0.31,0.11,2.5,1.02,20.0,44.51
4.33,6.43,3.2,3.29,3.83,5.57,7.83,10.6,13.0,20.5,10.67,5.92,unidentified,unidentified,equal strength teams,0.0,0.19,0.0,0.22,0.13,0.01,0.48,0.21,0.09,0.0,0.0,0.29,4.65,4.23,10.48,12.36,0.19,0.36,0.78,0.29,0.55,1.07,4.44,11.42,unidentified,-0.52,-0.59,0.07,-0.42,1.88,0,1,0.17,-0.49,0,1,0.22,0.48,0.01,0.38,0.32,0.21,3.81,14.16,5.13,10.64,4.38,9.46,0.12,0.09,0.81,0.77,7.7,27.25
3.81,4.57,3.33,9.33,8.0,7.0,10.0,5.67,5.0,14.0,3.57,5.83,unidentified,unidentified,away team stronger,0.17,0.02,1.29,0.07,1.25,0.0,0.0,0.42,0.07,0.0,1.13,1.32,3.9,8.11,6.89,7.8,1.48,1.32,0.49,2.45,2.8,2.94,6.01,7.34,unidentified,-0.14,0.99,-1.13,4.21,0.91,1,1,-0.16,1.96,1,0,0.24,0.0,1.29,1.39,1.27,1.55,6.57,12.0,6.28,4.62,5.16,5.42,0.47,0.4,5.07,2.16,10.33,26.69
11.5,8.0,5.29,14.0,24.0,14.5,7.29,10.75,8.57,6.2,7.0,7.2,not suspicious,not suspicious,home team stronger,0.21,0.33,0.24,0.24,0.0,0.38,0.0,0.0,0.07,0.48,0.12,0.06,8.26,17.5,8.87,6.8,0.78,0.62,0.07,0.66,1.4,0.73,12.88,7.84,both not suspicious,0.67,0.71,-0.04,9.24,-2.07,1,0,-0.16,0.59,1,0,0.45,0.48,0.62,0.13,0.33,0.12,12.75,6.74,16.0,8.88,9.9,7.88,0.11,0.09,0.83,0.9,34.42,9.01
3.45,9.2,4.5,6.25,20.0,4.75,17.75,6.57,14.5,19.0,7.0,9.5,unidentified,unidentified,home team stronger,0.05,0.22,0.23,0.7,0.23,0.09,0.07,0.0,0.45,0.4,0.04,0.0,5.72,10.33,12.94,11.83,0.5,1.02,0.52,0.44,1.52,0.96,8.02,12.39,unidentified,0.56,-0.02,0.58,4.61,-1.11,1,0,0.52,-0.08,0,1,0.75,0.47,0.32,0.45,0.45,0.04,4.85,18.38,14.6,6.78,4.62,12.0,0.19,0.08,1.26,0.97,41.2,38.11
9.6,4.27,7.25,4.4,39.0,11.0,71.0,21.0,7.67,15.75,64.0,15.0,unidentified,unidentified,equal strength teams,0.08,0.12,0.81,0.13,0.09,0.56,0.34,0.0,0.12,0.15,0.0,1.38,7.04,18.13,33.22,31.58,1.01,0.78,0.46,1.53,1.79,1.99,12.59,32.4,unidentified,-0.2,0.55,-0.75,11.09,-1.64,1,0,-0.23,1.07,1,0,0.21,0.49,1.37,1.5,0.21,0.0,7.0,43.38,21.64,42.5,9.12,11.34,0.14,0.06,1.92,2.02,73.76,168.66
6.0,2.14,4.0,9.0,6.67,5.8,6.6,37.0,7.75,8.71,8.0,10.4,unidentified,unidentified,equal strength teams,1.2,0.02,0.0,0.0,0.03,0.13,0.48,0.0,0.0,0.01,0.2,0.81,4.05,7.16,17.12,9.04,1.22,0.16,0.48,1.02,1.38,1.5,5.6,13.08,unidentified,-0.12,0.74,-0.86,3.11,-8.08,1,0,-1.06,0.54,1,0,1.2,0.49,0.13,0.81,0.05,0.2,7.5,7.66,4.4,22.5,4.9,9.07,0.25,0.11,1.33,1.29,13.92,63.72
5.6,12.33,4.4,2.1,2.89,5.0,21.0,63.0,14.2,11.2,24.0,6.88,unidentified,unidentified,home team stronger,0.64,0.14,0.09,0.19,0.11,1.02,0.0,0.27,0.0,0.0,0.31,0.28,7.44,3.33,32.73,14.03,0.87,1.32,0.27,0.59,2.19,0.86,5.39,23.38,unidentified,1.33,0.6,0.73,-4.11,-18.7,0,0,0.45,0.32,0,0,0.83,0.0,1.11,0.28,0.25,0.58,3.85,16.1,7.61,43.5,4.7,10.54,0.41,0.04,1.64,0.88,19.86,123.72
5.33,4.78,7.14,10.75,11.67,6.78,4.43,6.13,6.0,18.5,2.0,4.33,unidentified,unidentified,away team stronger,0.0,0.0,0.0,0.04,0.19,0.37,0.47,0.03,0.12,0.29,0.25,0.06,5.75,9.73,5.52,8.28,0.0,0.6,0.62,0.6,0.6,1.22,7.74,6.9,unidentified,-0.62,-0.62,0.0,3.98,2.76,1,1,0.6,-0.02,0,1,0.04,0.76,0.37,0.18,0.19,0.28,8.04,11.46,8.22,4.06,6.96,5.16,0.08,0.18,0.37,0.93,12.33,33.16
4.56,3.64,8.5,4.38,8.6,2.94,7.88,8.75,10.6,13.8,21.67,16.0,unidentified,unidentified,away team stronger,0.39,0.02,0.33,0.02,0.01,0.93,0.18,0.05,0.0,0.09,0.45,0.1,5.57,5.31,9.08,17.16,0.74,0.96,0.23,0.64,1.7,0.87,5.44,13.12,unidentified,0.83,0.51,0.32,-0.26,8.08,0,1,0.22,0.41,0,0,0.41,0.27,1.26,0.1,0.03,0.5,4.47,10.84,6.12,15.21,5.72,13.3,0.31,0.07,1.92,0.98,19.78,19.46
6.38,9.33,13.67,31.0,14.0,6.8,14.33,3.33,10.0,8.67,12.5,9.6,suspicious,not suspicious,away team stronger,0.0,0.0,0.09,0.35,0.21,0.28,0.0,0.11,0.02,0.16,0.76,1.49,9.79,17.27,9.22,10.26,0.09,0.84,0.13,2.41,0.93,2.54,13.53,9.74,home suspicious,-1.61,-0.04,-1.57,7.48,1.04,1,1,0.75,2.28,0,0,0.35,0.16,0.37,1.51,0.21,0.87,18.69,11.5,11.66,7.92,10.24,9.8,0.07,0.26,0.56,1.67,48.82,25.73
23.33,12.8,8.71,14.25,34.0,11.67,4.43,5.86,4.0,2.77,3.1,3.89,unidentified,unidentified,equal strength teams,0.01,0.09,0.0,0.13,0.37,0.94,0.0,0.07,0.13,0.05,0.24,0.1,14.95,19.97,4.76,3.25,0.1,1.44,0.2,0.39,1.54,0.59,17.46,4.01,unidentified,0.95,-0.1,1.05,5.02,-1.51,1,0,1.34,0.19,0,0,0.14,0.05,0.94,0.23,0.46,0.31,18.79,3.6,23.4,4.48,10.19,3.94,0.09,0.15,1.11,0.54,62.24,5.64
14.0,29.5,46.0,15.0,7.0,9.0,13.75,5.88,5.5,5.83,21.0,12.17,unidentified,unidentified,away team stronger,0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.06,0.03,0.39,0.86,29.83,10.33,8.38,13.0,0.09,0.0,0.23,1.28,0.09,1.51,20.08,10.69,unidentified,-1.42,-0.14,-1.28,-19.5,4.62,0,1,-0.09,1.05,1,0,0.09,0.14,0.0,0.92,0.0,0.45,14.5,9.79,18.25,13.44,27.5,8.84,0.0,0.14,0.09,0.91,73.0,32.58
6.0,16.0,6.0,35.5,15.33,6.33,8.2,18.75,20.67,9.83,8.4,2.33,unidentified,unidentified,away team stronger,0.0,0.0,0.07,0.22,0.0,0.23,0.21,0.0,0.41,0.0,0.05,0.2,9.33,19.05,15.87,6.85,0.07,0.45,0.62,0.25,0.52,0.87,14.19,11.36,unidentified,-0.35,-0.55,0.2,9.72,-9.02,1,0,0.38,-0.37,0,1,0.22,0.21,0.3,0.61,0.0,0.05,20.75,9.02,15.66,13.58,6.16,11.5,0.04,0.08,0.67,1.23,78.67,30.81
5.43,6.6,3.25,4.2,5.8,9.5,9.8,10.0,7.88,6.4,86.0,32.33,unidentified,unidentified,equal strength teams,0.03,0.44,0.16,1.34,0.46,0.61,0.04,0.0,0.16,0.07,0.01,0.63,5.09,6.5,9.23,41.58,0.63,2.41,0.2,0.71,3.04,0.91,5.8,25.4,unidentified,2.13,0.43,1.7,1.41,32.35,1,1,1.78,0.51,0,0,1.37,0.11,0.77,0.79,0.9,0.01,4.81,8.1,6.2,48.0,6.38,20.1,0.52,0.04,2.9,0.97,10.77,137.07
19.5,10.75,9.0,47.0,10.2,8.57,12.5,6.75,14.0,9.0,13.33,35.5,suspicious,not suspicious,away team stronger,0.0,0.39,0.0,0.0,1.1,0.13,1.08,0.54,0.27,0.46,0.22,0.91,13.08,21.92,11.08,19.28,0.39,1.23,1.89,1.59,1.62,3.48,17.5,15.18,home suspicious,-1.86,-1.5,-0.36,8.84,8.2,1,1,0.84,-0.3,0,1,0.0,1.54,0.13,1.18,1.49,0.76,33.25,10.75,10.48,10.04,8.78,24.75,0.09,0.23,2.85,1.93,86.93,44.5
14.33,8.33,7.0,3.0,5.0,2.43,8.6,6.33,5.0,4.14,3.91,4.42,unidentified,unidentified,away team stronger,0.03,0.0,0.0,0.07,0.23,0.04,0.39,0.01,0.47,0.85,0.35,0.07,9.89,3.48,6.64,4.16,0.03,0.34,0.87,1.27,0.37,2.14,6.68,5.4,unidentified,-1.77,-0.84,-0.93,-6.41,-2.48,0,0,0.31,0.4,0,0,0.1,1.24,0.04,0.54,0.23,0.36,8.66,6.37,6.66,5.12,4.72,4.71,0.06,0.4,0.45,2.0,15.9,5.2
12.5,6.5,12.4,37.0,10.0,5.4,57.0,43.5,11.2,6.67,12.0,5.67,unidentified,unidentified,home team stronger,0.35,0.0,0.05,0.02,0.16,0.03,0.03,0.01,0.16,0.01,0.03,0.09,10.47,17.47,37.23,8.11,0.4,0.21,0.2,0.13,0.61,0.33,13.97,22.67,unidentified,0.28,0.2,0.08,7.0,-29.12,1,0,-0.19,-0.07,1,1,0.37,0.04,0.08,0.25,0.16,0.04,24.75,31.84,8.25,27.75,8.9,8.43,0.04,0.01,0.7,0.4,68.1,61.99
11.17,17.0,8.0,9.0,5.86,4.0,12.2,10.0,5.55,4.9,11.0,9.4,unidentified,unidentified,equal strength teams,0.62,0.0,0.01,0.08,0.0,0.27,0.0,0.1,0.0,0.43,0.13,0.19,12.06,6.29,9.25,8.43,0.63,0.35,0.1,0.75,0.98,0.85,9.17,8.84,unidentified,0.13,0.53,-0.4,-5.77,-0.82,0,0,-0.28,0.65,1,0,0.7,0.43,0.28,0.19,0.0,0.23,10.09,8.55,11.43,10.5,6.0,7.48,0.11,0.1,1.05,0.99,20.83,15.0
9.8,11.0,7.13,7.0,9.2,3.0,23.33,20.0,8.75,12.0,14.6,6.36,unidentified,unidentified,away team stronger,0.14,0.32,0.13,0.13,0.0,0.03,0.06,0.46,0.04,1.15,0.27,0.27,9.31,6.4,17.36,10.99,0.59,0.16,0.56,1.69,0.75,2.25,7.86,14.17,unidentified,-1.5,0.03,-1.53,-2.91,-6.37,0,0,-0.43,1.13,1,0,0.27,1.21,0.16,0.31,0.32,0.73,8.4,17.66,10.1,17.3,5.06,7.56,0.1,0.16,0.53,2.81,13.6,28.67
6.33,5.7,4.67,13.6,7.33,6.43,14.0,48.0,7.2,7.4,4.17,17.33,unidentified,unidentified,home team stronger,0.13,1.03,0.41,0.01,0.27,1.05,0.05,0.0,0.26,0.7,0.21,0.48,5.57,9.12,23.07,9.63,1.57,1.33,0.31,1.39,2.9,1.7,7.34,16.35,unidentified,1.2,1.26,-0.06,3.55,-13.44,1,0,-0.24,1.08,1,0,0.14,0.75,1.46,0.74,1.3,0.21,9.96,10.7,6.52,26.08,5.55,12.26,0.39,0.1,2.96,1.51,17.76,91.39
6.0,8.5,3.4,7.0,6.67,3.33,12.0,18.0,5.88,15.0,15.67,51.0,unidentified,unidentified,equal strength teams,0.05,0.06,0.65,0.01,0.93,1.12,0.07,0.15,0.05,0.09,0.21,0.24,5.97,5.67,11.96,27.22,0.76,2.06,0.27,0.54,2.82,0.81,5.82,19.59,unidentified,2.01,0.49,1.52,-0.3,15.26,0,1,1.3,0.27,0,0,0.06,0.16,1.77,0.29,0.99,0.36,6.5,13.5,7.58,16.84,3.36,28.44,0.48,0.04,2.35,0.37,14.87,63.24
24.0,48.0,16.0,26.5,21.2,7.13,17.0,7.5,14.25,14.0,5.5,7.4,unidentified,unidentified,away team stronger,0.0,0.3,0.02,0.0,0.07,0.01,0.79,0.0,0.0,1.29,0.0,0.73,29.33,18.28,12.92,8.97,0.32,0.08,0.79,2.02,0.4,2.81,23.8,10.94,unidentified,-2.41,-0.47,-1.94,-11.05,-3.95,0,0,-0.24,1.23,1,0,0.0,2.08,0.03,0.73,0.37,0.0,25.25,15.5,34.6,6.5,11.56,10.82,0.02,0.26,0.73,4.1,85.87,26.9
18.5,8.0,13.13,7.9,10.8,29.33,22.0,10.0,8.6,6.83,12.5,12.17,unidentified,unidentified,equal strength teams,0.03,0.2,0.22,0.21,0.03,1.0,0.06,0.11,0.01,0.0,0.83,0.32,13.21,16.01,13.53,10.5,0.45,1.24,0.18,1.15,1.69,1.33,14.61,12.02,unidentified,0.36,0.27,0.09,2.8,-3.03,1,0,0.79,0.97,0,0,0.24,0.06,1.22,0.33,0.23,0.94,13.2,14.42,9.4,11.25,21.23,10.38,0.12,0.11,1.35,1.5,42.29,21.17
17.33,6.43,5.14,27.5,50.0,17.0,15.5,5.0,24.0,24.0,7.17,14.5,unidentified,unidentified,away team stronger,0.04,0.34,0.0,0.05,0.24,0.07,0.0,0.0,0.0,0.0,0.26,0.0,9.63,31.5,14.83,15.22,0.38,0.36,0.0,0.26,0.74,0.26,20.57,15.03,unidentified,0.48,0.38,0.1,21.87,0.39,1,1,-0.02,0.26,1,0,0.09,0.0,0.07,0.0,0.58,0.26,22.42,19.75,28.22,6.08,11.07,19.25,0.04,0.02,1.05,0.52,90.05,53.66
13.25,10.14,6.33,14.75,8.57,23.0,25.0,11.33,16.0,5.71,8.6,5.38,unidentified,unidentified,equal strength teams,0.09,0.24,0.03,0.02,0.0,0.72,0.0,0.16,0.43,0.1,0.28,0.88,9.91,15.44,17.44,6.56,0.36,0.74,0.59,1.26,1.1,1.85,12.67,12.0,unidentified,-0.75,-0.23,-0.52,5.53,-10.88,1,0,0.38,0.67,0,0,0.11,0.1,0.75,1.31,0.24,0.44,14.0,15.36,9.36,9.96,14.66,10.69,0.09,0.15,1.11,1.54,35.95,34.74
