PPDA_H_Int1,PPDA_H_Int2,PPDA_H_Int3,PPDA_H_Int4,PPDA_H_Int5,PPDA_H_Int6,PPDA_A_Int1,PPDA_A_Int2,PPDA_A_Int3,PPDA_A_Int4,PPDA_A_Int5,PPDA_A_Int6,home team,away team,Relative quality,xG_H_Int1,xG_H_Int2,xG_H_Int3,xG_H_Int4,xG_H_Int5,xG_H_Int6,xG_A_Int1,xG_A_Int2,xG_A_Int3,xG_A_Int4,xG_A_Int5,xG_A_Int6,PPDA_H_1stHalf,PPDA_H_2ndHalf,PPDA_A_1stHalf,PPDA_A_2ndHalf,xG_H_1stHalf,xG_H_2ndHalf,xG_A_1stHalf,xG_A_2ndHalf,xG_H_Total,xG_A_Total,PPDA_H_Total,PPDA_A_Total,MatchSuspicionType,xG_Diff_Total,xG_Diff_1stHalf,xG_Diff_2ndHalf,PPDA_H_Change,PPDA_A_Change,HomePressingDrop,AwayPressingDrop,xG_H_Change,xG_A_Change,HomeAttackingDrop,AwayAttackingDrop,xG_H_Early,xG_A_Early,xG_H_Late,xG_A_Late,xG_H_Mid,xG_A_Mid,PPDA_H_Early,PPDA_A_Early,PPDA_H_Mid,PPDA_A_Mid,PPDA_H_Late,PPDA_A_Late,xG_H_to_PPDA,xG_A_to_PPDA,xG_H_TotalChange,xG_A_TotalChange,PPDA_H_TotalChange,PPDA_A_TotalChange
3.8,3.0,3.67,3.5,4.2,3.71,10.5,14.25,7.0,13.0,7.5,5.22,unidentified,unidentified,equal strength teams,0.17,0.0,0.19,0.23,0.05,1.09,0.03,0.86,0.38,0.65,0.0,0.05,3.49,3.8,10.58,8.57,0.36,1.37,1.27,0.7,1.73,1.97,3.65,9.58,unidentified,-0.24,-0.91,0.67,0.31,-2.01,1,0,1.01,-0.57,0,1,0.4,0.68,1.28,0.43,0.05,0.86,3.65,11.75,3.6,10.88,3.69,6.11,0.47,0.21,1.62,2.28,2.83,24.78
53.5,27.67,9.57,9.0,10.2,10.8,5.6,5.89,12.5,7.71,6.2,8.29,unidentified,unidentified,equal strength teams,0.0,0.74,0.22,0.0,0.0,0.07,0.0,0.0,0.17,0.32,0.19,0.24,30.25,10.0,8.0,7.4,0.96,0.07,0.17,0.75,1.03,0.92,20.12,7.7,unidentified,0.11,0.79,-0.68,-20.25,-0.6,0,0,-0.89,0.58,1,0,0.0,0.32,0.29,0.41,0.74,0.19,31.25,6.65,18.94,6.04,10.18,10.4,0.05,0.12,1.55,0.5,46.3,15.29
36.5,17.4,14.5,9.5,20.33,19.25,9.0,8.0,9.0,5.0,5.0,10.5,unidentified,unidentified,equal strength teams,0.12,0.27,0.26,1.31,0.0,0.57,0.23,0.0,0.0,0.09,0.14,0.04,22.8,16.36,8.67,6.83,0.65,1.88,0.23,0.27,2.53,0.5,19.58,7.75,unidentified,2.03,0.42,1.61,-6.44,-1.84,0,0,1.23,0.04,0,0,1.43,0.32,0.83,0.04,0.27,0.14,23.0,7.0,18.86,6.5,16.88,9.75,0.13,0.06,3.09,0.47,38.91,11.5
21.33,14.2,6.29,5.75,17.33,5.88,6.83,10.33,5.67,6.33,5.75,6.0,unidentified,unidentified,away team stronger,0.0,0.69,0.0,0.0,0.02,0.05,0.17,0.0,0.0,0.33,0.1,0.45,13.94,9.65,7.61,6.03,0.69,0.07,0.17,0.88,0.76,1.05,11.8,6.82,unidentified,-0.29,0.52,-0.81,-4.29,-1.58,0,0,-0.62,0.71,1,0,0.0,0.5,0.05,0.45,0.71,0.1,13.54,6.58,15.76,8.04,6.08,5.84,0.06,0.15,1.43,1.08,38.61,9.65
20.5,33.0,19.67,17.25,11.8,13.67,13.25,13.0,5.71,4.22,9.17,7.86,unidentified,unidentified,away team stronger,0.05,0.64,0.01,0.08,0.08,0.26,0.28,0.37,0.02,0.01,0.0,0.42,24.39,14.24,10.65,7.08,0.7,0.42,0.67,0.43,1.12,1.1,19.32,8.87,unidentified,0.02,0.03,-0.01,-10.15,-3.57,0,0,-0.28,-0.24,1,1,0.13,0.29,0.27,0.44,0.72,0.37,18.88,8.74,22.4,11.08,16.67,6.78,0.06,0.12,1.47,0.88,35.57,15.29
19.0,6.25,11.33,5.0,6.0,16.0,11.0,10.4,42.0,17.25,66.0,17.33,unidentified,unidentified,equal strength teams,0.0,0.01,0.57,0.56,0.72,0.04,1.23,0.88,0.09,0.08,0.04,0.12,12.19,9.0,21.13,33.53,0.58,1.32,2.2,0.24,1.9,2.44,10.6,27.33,unidentified,-0.54,-1.62,1.08,-3.19,12.4,0,1,0.74,-1.96,0,1,0.56,1.31,0.61,0.21,0.73,0.92,12.0,14.12,6.12,38.2,13.66,29.66,0.18,0.09,1.42,1.27,35.16,154.37
18.5,6.29,15.5,16.33,6.4,9.17,8.83,6.0,6.78,9.0,13.0,12.14,unidentified,unidentified,equal strength teams,0.02,0.03,0.17,0.53,0.0,0.05,0.34,0.04,0.03,0.11,0.06,0.07,13.43,10.63,7.2,11.38,0.22,0.58,0.41,0.24,0.8,0.65,12.03,9.29,unidentified,0.15,-0.19,0.34,-2.8,4.18,0,1,0.36,-0.17,0,1,0.55,0.45,0.22,0.1,0.03,0.1,17.42,8.91,6.35,9.5,12.34,9.46,0.07,0.07,1.09,0.45,34.95,10.69
17.6,60.0,3.4,17.0,18.33,13.5,11.5,17.0,5.33,10.5,25.0,10.25,unidentified,unidentified,equal strength teams,0.12,0.07,0.27,0.78,0.0,0.12,0.06,0.92,0.09,0.0,0.01,0.96,27.0,16.28,11.28,15.25,0.46,0.9,1.07,0.97,1.36,2.04,21.64,13.26,unidentified,-0.68,-0.61,-0.07,-10.72,3.97,0,1,0.44,-0.1,0,1,0.9,0.06,0.39,1.05,0.07,0.93,17.3,11.0,39.16,21.0,8.45,7.79,0.06,0.15,1.66,2.74,118.76,51.59
14.0,11.33,11.0,4.8,6.0,3.6,14.83,5.13,5.0,5.5,13.25,2.69,unidentified,unidentified,away team stronger,0.0,0.2,0.0,0.0,0.0,0.0,0.09,0.22,0.08,0.69,0.06,0.07,12.11,4.8,8.32,7.15,0.2,0.0,0.39,0.82,0.2,1.21,8.46,7.73,unidentified,-1.01,-0.19,-0.82,-7.31,-1.17,0,0,-0.2,0.43,1,0,0.0,0.78,0.0,0.15,0.2,0.28,9.4,10.16,8.66,9.19,7.3,3.84,0.02,0.16,0.4,1.52,12.8,28.64
12.67,8.25,16.33,10.67,11.33,12.0,24.5,22.5,14.5,3.71,18.0,8.25,unidentified,unidentified,away team stronger,0.0,0.06,0.09,0.68,0.0,0.26,0.38,0.05,0.45,0.0,0.36,0.12,12.42,11.33,20.5,9.99,0.15,0.94,0.88,0.48,1.09,1.36,11.88,15.24,unidentified,-0.27,-0.73,0.46,-1.09,-10.51,0,0,0.79,-0.4,0,1,0.68,0.38,0.35,0.57,0.06,0.41,11.67,14.1,9.79,20.25,14.16,11.38,0.09,0.09,1.62,1.78,19.49,44.83
12.5,8.0,4.57,29.0,7.67,11.0,8.0,4.33,3.36,9.33,2.67,7.2,unidentified,unidentified,home team stronger,0.0,0.12,0.08,0.28,0.0,0.17,0.2,0.22,0.11,0.13,0.57,0.12,8.36,15.89,5.23,6.4,0.2,0.45,0.53,0.82,0.65,1.35,12.12,5.82,unidentified,-0.7,-0.33,-0.37,7.53,1.17,1,1,0.25,0.29,0,0,0.28,0.33,0.25,0.23,0.12,0.79,20.75,8.66,7.84,3.5,7.78,5.28,0.05,0.23,0.81,1.04,57.02,21.8
10.67,25.0,8.6,14.0,28.0,13.0,7.29,6.75,5.42,8.5,9.67,12.83,unidentified,unidentified,equal strength teams,0.0,0.12,0.15,0.26,0.06,0.4,0.05,1.06,0.04,0.21,0.29,0.4,14.76,18.33,6.49,10.33,0.27,0.72,1.15,0.9,0.99,2.05,16.55,8.41,unidentified,-1.06,-0.88,-0.18,3.57,3.84,1,1,0.45,-0.25,0,1,0.26,0.26,0.55,0.44,0.18,1.35,12.34,7.9,26.5,8.21,10.8,9.12,0.06,0.24,0.8,2.39,65.13,9.28
9.0,7.88,8.0,8.0,13.0,8.44,22.75,38.5,6.67,18.67,14.25,3.67,unidentified,unidentified,home team stronger,0.44,0.0,0.12,0.17,0.08,0.45,0.03,0.15,0.52,0.0,0.14,0.23,8.29,9.81,22.64,12.2,0.56,0.7,0.7,0.37,1.26,1.07,9.05,17.42,unidentified,0.19,-0.14,0.33,1.52,-10.44,1,0,0.14,-0.33,0,1,0.61,0.03,0.57,0.75,0.08,0.29,8.5,20.71,10.44,26.38,8.22,5.17,0.14,0.06,1.07,1.24,10.8,74.58
8.0,16.0,3.71,9.75,5.2,4.17,34.5,7.89,9.8,4.75,14.5,3.67,unidentified,unidentified,equal strength teams,0.16,0.04,1.37,0.0,0.1,0.05,0.0,0.2,0.0,0.18,0.28,0.01,9.24,6.37,17.4,7.64,1.57,0.15,0.2,0.47,1.72,0.67,7.81,12.52,unidentified,1.05,1.37,-0.32,-2.87,-9.76,0,0,-1.42,0.27,1,0,0.16,0.18,1.42,0.01,0.14,0.48,8.88,19.62,10.6,11.2,3.94,6.74,0.22,0.05,2.97,0.95,31.91,54.15
7.33,8.4,18.5,8.0,3.56,9.6,3.9,3.7,12.0,9.6,2.67,3.2,unidentified,unidentified,equal strength teams,0.0,0.0,0.23,1.03,0.0,0.0,0.04,0.02,0.21,0.0,0.01,0.39,11.41,7.05,6.53,5.16,0.23,1.03,0.27,0.4,1.26,0.67,9.23,5.85,unidentified,0.59,-0.04,0.63,-4.36,-1.37,0,0,0.8,0.13,0,0,1.03,0.04,0.23,0.6,0.0,0.03,7.66,6.75,5.98,3.18,14.05,7.6,0.14,0.11,2.06,0.81,32.15,18.36
7.25,10.33,15.5,7.5,15.0,5.4,8.0,6.83,22.0,15.0,4.38,18.75,unidentified,unidentified,away team stronger,0.53,0.01,1.56,0.22,0.47,0.36,0.13,0.12,1.06,0.53,0.17,0.0,11.03,9.3,12.28,12.71,2.1,1.05,1.31,0.7,3.15,2.01,10.16,12.49,unidentified,1.14,0.79,0.35,-1.73,0.43,0,1,-1.05,-0.61,1,1,0.75,0.66,1.92,1.06,0.48,0.29,7.38,11.5,12.66,5.6,10.45,20.38,0.31,0.16,3.77,2.01,33.35,48.33
7.0,8.0,4.83,13.5,5.67,12.25,12.0,19.25,18.33,47.0,3.14,27.0,unidentified,unidentified,equal strength teams,0.05,0.11,0.11,0.07,0.12,0.4,0.45,0.0,0.02,0.0,0.0,0.01,6.61,10.47,16.53,25.71,0.27,0.59,0.47,0.01,0.86,0.48,8.54,21.12,unidentified,0.38,-0.2,0.58,3.86,9.18,1,1,0.32,-0.46,0,1,0.12,0.45,0.51,0.03,0.23,0.0,10.25,29.5,6.84,11.2,8.54,22.66,0.1,0.02,0.43,0.5,27.25,104.56
5.75,4.75,4.67,4.57,2.58,5.22,3.75,4.33,3.27,3.33,3.86,4.0,unidentified,unidentified,away team stronger,0.21,0.0,0.0,0.47,0.41,0.02,0.04,0.16,0.13,0.13,0.0,0.57,5.06,4.12,3.78,3.73,0.21,0.9,0.33,0.7,1.11,1.03,4.59,3.76,unidentified,0.08,-0.12,0.2,-0.94,-0.05,0,0,0.69,0.37,0,0,0.68,0.17,0.02,0.7,0.41,0.16,5.16,3.54,3.66,4.1,4.94,3.64,0.24,0.27,1.13,0.85,5.81,2.37
5.55,3.4,5.5,8.33,11.0,3.78,10.0,24.0,9.0,10.2,10.0,5.14,unidentified,unidentified,home team stronger,0.16,0.13,0.04,0.37,0.0,0.48,0.0,0.0,0.17,0.0,0.0,0.0,4.82,7.7,14.33,8.45,0.33,0.85,0.17,0.0,1.18,0.17,6.26,11.39,unidentified,1.01,0.16,0.85,2.88,-5.88,1,0,0.52,-0.17,0,1,0.53,0.0,0.52,0.17,0.13,0.0,6.94,10.1,7.2,17.0,4.64,7.07,0.19,0.01,1.3,0.34,16.97,35.26
5.5,9.6,3.73,11.0,8.4,20.33,4.75,4.8,37.0,3.86,7.6,7.71,unidentified,unidentified,equal strength teams,0.19,0.08,0.0,0.0,0.0,0.01,0.13,0.19,0.02,0.0,0.09,0.04,6.28,13.24,15.52,6.39,0.27,0.01,0.34,0.13,0.28,0.47,9.76,10.95,unidentified,-0.19,-0.07,-0.12,6.96,-9.13,1,0,-0.26,-0.21,1,1,0.19,0.13,0.01,0.06,0.08,0.28,8.25,4.3,9.0,6.2,12.03,22.36,0.03,0.04,0.2,0.39,31.77,69.24
4.3,9.2,9.5,3.4,5.67,6.22,12.14,12.4,4.75,8.5,8.67,14.0,unidentified,unidentified,home team stronger,0.14,1.44,0.22,0.05,0.1,0.02,0.02,0.07,1.01,0.09,0.0,0.75,7.67,5.1,9.76,10.39,1.8,0.17,1.1,0.84,1.97,1.94,6.38,10.08,unidentified,0.03,0.7,-0.67,-2.57,0.63,0,1,-1.63,-0.26,1,1,0.19,0.11,0.24,1.76,1.54,0.07,3.85,10.32,7.44,10.54,7.86,9.38,0.31,0.19,2.82,2.75,14.12,17.16
4.13,6.43,1.83,7.5,3.2,2.79,28.33,8.33,12.67,10.2,13.5,22.5,unidentified,unidentified,home team stronger,0.04,0.5,0.68,0.19,0.39,0.95,0.0,0.02,0.0,0.0,0.0,0.01,4.13,4.5,16.44,15.4,1.22,1.53,0.02,0.01,2.75,0.03,4.31,15.92,unidentified,2.72,1.2,1.52,0.37,-1.04,1,0,0.31,-0.01,0,1,0.23,0.0,1.63,0.01,0.89,0.02,5.82,19.26,4.81,10.92,2.31,17.58,0.64,0.0,1.89,0.05,17.28,39.11
4.0,7.57,12.5,8.5,9.4,8.1,25.0,21.67,9.4,10.6,9.2,22.75,unidentified,unidentified,home team stronger,1.08,0.49,0.28,0.59,0.0,0.24,0.13,0.0,0.22,0.12,0.0,0.09,8.02,8.67,18.69,14.18,1.85,0.83,0.35,0.21,2.68,0.56,8.35,16.44,unidentified,2.12,1.5,0.62,0.65,-4.51,1,0,-1.02,-0.14,1,1,1.67,0.25,0.52,0.31,0.49,0.0,6.25,17.8,8.48,15.44,10.3,16.08,0.32,0.03,1.94,0.66,14.7,31.75
3.4,7.0,3.23,5.11,3.0,7.86,10.5,3.0,5.0,9.0,10.0,4.86,unidentified,unidentified,away team stronger,0.06,0.08,1.17,0.0,0.07,0.0,0.06,0.16,0.0,0.05,0.14,0.11,4.54,5.32,6.17,7.95,1.31,0.07,0.22,0.3,1.38,0.52,4.93,7.06,unidentified,0.86,1.09,-0.23,0.78,1.78,1,1,-1.24,0.08,1,0,0.06,0.11,1.17,0.11,0.15,0.3,4.26,9.75,5.0,6.5,5.54,4.93,0.28,0.07,2.42,0.43,16.22,19.64
16.25,34.0,7.75,10.0,20.5,32.0,54.0,8.2,12.0,61.0,10.75,15.5,unidentified,unidentified,away team stronger,0.05,0.0,0.0,1.15,0.0,0.16,0.02,0.09,0.5,0.06,0.0,0.41,19.33,20.83,24.73,29.08,0.05,1.31,0.61,0.47,1.36,1.08,20.08,26.91,unidentified,0.28,-0.56,0.84,1.5,4.35,1,1,1.26,-0.14,0,1,1.2,0.08,0.16,0.91,0.0,0.09,13.12,57.5,27.25,9.48,19.88,13.75,0.07,0.04,2.51,1.39,68.25,153.6
12.67,20.0,21.67,50.0,8.67,37.67,11.0,8.0,7.67,7.33,37.0,11.0,suspicious,not suspicious,equal strength teams,0.0,0.37,0.0,0.33,0.18,0.19,0.0,0.03,0.38,0.24,0.25,1.78,18.11,32.11,8.89,18.44,0.37,0.7,0.41,2.27,1.07,2.68,25.11,13.67,home suspicious,-1.61,-0.04,-1.57,14.0,9.55,1,1,0.33,1.86,0,0,0.33,0.24,0.19,2.16,0.55,0.28,31.34,9.16,14.34,22.5,29.67,9.34,0.04,0.2,1.23,2.06,107.66,59.34
24.67,26.0,4.6,8.67,20.0,10.17,7.0,50.0,19.0,29.5,46.0,9.14,unidentified,unidentified,away team stronger,0.0,0.05,0.0,0.0,0.0,0.43,0.05,0.73,0.19,0.02,0.14,0.39,18.42,12.95,25.33,28.21,0.05,0.43,0.97,0.55,0.48,1.52,15.68,26.77,unidentified,-1.04,-0.92,-0.12,-5.47,2.88,0,1,0.38,-0.42,0,1,0.0,0.07,0.43,0.58,0.05,0.87,16.67,18.25,23.0,48.0,7.38,14.07,0.03,0.06,0.53,1.76,47.96,137.86
5.57,7.0,8.6,9.0,3.89,9.29,21.5,7.1,25.33,8.88,9.57,4.31,unidentified,unidentified,equal strength teams,0.06,0.0,0.0,0.17,0.08,0.12,0.1,0.19,0.0,0.1,0.13,0.37,7.06,7.39,17.98,7.59,0.06,0.37,0.29,0.6,0.43,0.89,7.22,12.78,unidentified,-0.46,-0.23,-0.23,0.33,-10.39,1,0,0.31,0.31,0,0,0.23,0.2,0.12,0.37,0.08,0.32,7.28,15.19,5.44,8.34,8.94,14.82,0.06,0.07,0.36,0.65,13.94,55.03
7.0,17.67,18.0,18.5,5.5,21.33,15.33,6.83,4.56,23.0,5.17,3.9,unidentified,unidentified,equal strength teams,0.03,0.35,0.0,0.43,0.2,0.11,0.05,0.73,1.23,0.31,0.0,0.35,14.22,15.11,8.91,10.69,0.38,0.74,2.01,0.66,1.12,2.67,14.67,9.8,unidentified,-1.55,-1.63,0.08,0.89,1.78,1,1,0.36,-1.35,0,1,0.46,0.36,0.11,1.58,0.55,0.73,12.75,19.16,11.58,6.0,19.66,4.23,0.08,0.27,1.42,2.76,40.33,48.31
6.0,5.71,11.67,9.5,5.5,7.17,10.33,7.67,20.0,16.0,8.0,13.0,unidentified,unidentified,home team stronger,0.0,0.55,0.44,0.87,0.25,1.21,0.0,0.03,1.01,0.11,0.11,0.02,7.79,7.39,12.67,12.33,0.99,2.33,1.04,0.24,3.32,1.28,7.59,12.5,unidentified,2.04,-0.05,2.09,-0.4,-0.34,0,0,1.34,-0.8,0,1,0.87,0.11,1.65,1.03,0.8,0.14,7.75,13.16,5.6,7.84,9.42,16.5,0.44,0.1,2.67,2.0,14.09,31.99
5.57,11.0,8.67,2.8,5.5,14.67,5.09,12.75,10.0,9.25,28.0,2.75,unidentified,unidentified,equal strength teams,0.22,0.55,0.26,0.03,0.02,0.19,0.04,0.62,0.19,0.43,0.52,0.05,8.41,7.66,9.28,13.33,1.03,0.24,0.85,1.0,1.27,1.85,8.04,11.31,unidentified,-0.58,0.18,-0.76,-0.75,4.05,0,1,-0.79,0.15,1,0,0.25,0.47,0.45,0.24,0.57,1.14,4.19,7.17,8.25,20.38,11.67,6.38,0.16,0.16,1.03,1.81,25.5,55.16
3.25,9.5,5.56,3.33,7.67,3.67,16.5,20.0,4.4,15.67,2.89,3.75,not suspicious,not suspicious,equal strength teams,0.15,0.12,0.15,0.05,0.18,0.66,0.0,0.0,0.33,0.0,0.04,0.03,6.1,4.89,13.63,7.44,0.42,0.89,0.33,0.07,1.31,0.4,5.5,10.54,both not suspicious,0.91,0.09,0.82,-1.21,-6.19,0,0,0.47,-0.26,0,1,0.2,0.0,0.81,0.36,0.3,0.04,3.29,16.08,8.59,11.44,4.62,4.08,0.24,0.04,0.77,0.71,20.76,44.01
73.0,7.0,11.75,9.4,5.8,6.75,12.33,11.75,7.56,7.29,6.75,8.4,unidentified,unidentified,equal strength teams,0.03,0.76,0.15,0.05,0.11,0.03,0.09,0.49,0.04,0.12,0.0,0.0,30.58,7.32,10.55,7.48,0.94,0.19,0.62,0.12,1.13,0.74,18.95,9.01,unidentified,0.39,0.32,0.07,-23.26,-3.07,0,0,-0.75,-0.5,1,1,0.08,0.21,0.18,0.04,0.87,0.49,41.2,9.81,6.4,9.25,9.25,7.98,0.06,0.08,1.58,1.05,77.65,7.23
11.0,13.67,48.0,7.33,4.8,3.4,9.0,3.75,15.25,6.0,15.5,5.75,unidentified,unidentified,away team stronger,0.21,0.0,0.22,0.0,0.0,0.1,0.05,0.0,0.02,0.06,0.2,0.13,24.22,5.18,9.33,9.08,0.43,0.1,0.07,0.39,0.53,0.46,14.7,9.21,unidentified,0.07,0.36,-0.29,-19.04,-0.25,0,0,-0.33,0.32,1,0,0.21,0.11,0.32,0.15,0.0,0.2,9.16,7.5,9.24,9.62,25.7,10.5,0.04,0.05,0.75,0.32,81.6,45.25
10.5,13.25,10.86,16.75,14.5,4.75,21.0,8.33,8.0,56.0,9.0,14.25,unidentified,unidentified,home team stronger,0.0,0.0,0.01,0.12,0.74,0.27,0.0,0.46,0.08,0.27,0.27,0.0,11.54,12.0,12.44,26.42,0.01,1.13,0.54,0.54,1.14,1.08,11.77,19.43,unidentified,0.06,-0.53,0.59,0.46,13.98,1,1,1.12,0.0,0,0,0.12,0.27,0.28,0.08,0.74,0.73,13.62,38.5,13.88,8.66,7.8,11.12,0.1,0.06,1.21,1.3,23.03,113.25
7.0,8.38,8.86,18.67,5.38,8.0,10.0,29.0,9.0,16.0,16.0,8.67,unidentified,unidentified,home team stronger,0.09,1.04,0.33,0.93,0.23,0.97,0.03,0.0,0.01,0.55,0.76,0.28,8.08,10.68,16.0,13.56,1.46,2.13,0.04,1.59,3.59,1.63,9.38,14.78,unidentified,1.96,1.42,0.54,2.6,-2.44,1,0,0.67,1.55,0,0,1.02,0.58,1.3,0.29,1.27,0.76,12.84,13.0,6.88,22.5,8.43,8.84,0.38,0.11,3.7,1.27,27.58,53.33
73.0,15.33,36.33,8.86,7.67,6.14,7.14,9.71,9.5,5.33,12.0,17.25,unidentified,unidentified,home team stronger,0.21,0.06,0.05,0.08,0.63,0.32,0.0,0.0,0.01,0.01,0.38,0.0,41.55,7.56,8.78,11.53,0.32,1.03,0.01,0.39,1.35,0.4,24.55,10.15,unidentified,0.95,0.31,0.64,-33.99,2.75,0,1,0.71,0.38,0,0,0.29,0.01,0.37,0.01,0.69,0.38,40.93,6.24,11.5,10.86,21.24,13.38,0.05,0.04,1.05,0.76,108.86,18.87
73.0,62.0,29.0,19.5,10.4,24.0,6.6,4.5,19.67,6.0,7.8,7.4,unidentified,unidentified,away team stronger,0.0,0.01,0.0,0.09,0.04,0.0,0.17,0.09,1.19,0.18,0.22,0.68,54.67,17.97,10.26,7.07,0.01,0.13,1.45,1.08,0.14,2.53,36.32,8.66,unidentified,-2.39,-1.44,-0.95,-36.7,-3.19,0,0,0.12,-0.37,0,1,0.09,0.35,0.0,1.87,0.05,0.31,46.25,6.3,36.2,6.15,26.5,13.54,0.0,0.29,0.2,2.69,76.2,33.14
42.0,27.0,11.2,27.0,16.0,23.0,11.2,14.75,4.3,13.0,19.0,19.0,unidentified,unidentified,equal strength teams,0.0,0.08,0.19,0.0,0.66,0.21,0.03,0.17,1.21,0.0,0.04,0.29,26.73,22.0,10.08,17.0,0.27,0.87,1.41,0.33,1.14,1.74,24.37,13.54,unidentified,-0.6,-1.14,0.54,-4.73,6.92,0,1,0.6,-1.08,0,1,0.0,0.03,0.4,1.5,0.74,0.21,34.5,12.1,21.5,16.88,17.1,11.65,0.05,0.13,1.49,2.68,64.6,28.7
21.33,11.5,8.25,5.5,5.17,4.44,13.2,11.2,5.17,10.0,14.5,16.2,unidentified,unidentified,away team stronger,0.0,0.03,0.01,0.03,0.37,1.19,0.26,0.15,0.95,0.11,0.0,0.1,13.69,5.04,9.86,13.57,0.04,1.59,1.36,0.21,1.63,1.57,9.36,11.71,unidentified,0.06,-1.32,1.38,-8.65,3.71,0,1,1.55,-1.15,0,1,0.03,0.37,1.2,1.05,0.4,0.15,13.42,11.6,8.34,12.85,6.35,10.68,0.17,0.13,1.23,1.96,16.89,19.06
19.67,9.2,6.44,15.5,20.0,5.89,15.67,6.0,6.33,3.8,8.0,3.67,unidentified,unidentified,equal strength teams,0.05,0.11,0.52,1.04,0.0,0.12,0.1,0.06,0.0,0.1,0.0,0.0,11.77,13.8,9.33,5.16,0.68,1.16,0.16,0.1,1.84,0.26,12.78,7.24,unidentified,1.58,0.52,1.06,2.03,-4.17,1,0,0.48,-0.06,0,1,1.09,0.2,0.64,0.0,0.11,0.06,17.58,9.74,14.6,7.0,6.16,5.0,0.14,0.04,2.15,0.3,40.9,21.06
16.33,45.0,19.33,41.0,24.33,7.89,9.25,4.29,2.56,11.0,3.83,5.71,unidentified,unidentified,away team stronger,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.39,0.54,1.33,0.92,0.32,26.89,24.41,5.37,6.85,0.0,0.03,0.93,2.57,0.03,3.5,25.65,6.11,unidentified,-3.47,-0.93,-2.54,-2.48,1.48,0,1,0.03,1.64,0,0,0.0,1.33,0.03,0.86,0.0,1.31,28.66,10.12,34.66,4.06,13.61,4.14,0.0,0.57,0.03,2.34,109.12,24.18
14.67,11.67,5.5,7.25,2.3,4.8,3.83,8.25,6.86,5.91,6.57,5.57,unidentified,unidentified,home team stronger,0.53,0.0,0.15,0.06,0.0,0.26,0.54,0.07,0.01,0.08,0.22,0.57,10.61,4.78,6.31,6.02,0.68,0.32,0.62,0.87,1.0,1.49,7.7,6.16,unidentified,-0.49,0.06,-0.55,-5.83,-0.29,0,0,-0.36,0.25,1,0,0.59,0.62,0.41,0.58,0.0,0.29,10.96,4.87,6.98,7.41,5.15,6.22,0.13,0.24,1.09,1.09,18.37,8.42
10.4,6.6,9.71,16.25,33.0,6.38,8.0,3.25,2.9,4.11,3.15,3.25,unidentified,unidentified,away team stronger,0.0,0.02,0.0,0.0,0.26,0.32,0.0,0.0,0.2,0.0,0.05,0.13,8.9,18.54,4.72,3.5,0.02,0.58,0.2,0.18,0.6,0.38,13.72,4.11,unidentified,0.22,-0.18,0.4,9.64,-1.22,1,0,0.56,-0.02,0,1,0.0,0.0,0.32,0.33,0.28,0.05,13.32,6.06,19.8,3.2,8.04,3.08,0.04,0.09,0.36,0.53,56.82,7.37
10.0,7.13,4.6,9.6,8.5,10.0,65.0,15.67,39.0,8.0,19.0,11.17,unidentified,unidentified,equal strength teams,0.24,0.26,0.12,0.09,0.18,0.61,0.0,0.0,0.07,0.09,0.0,0.19,7.24,9.37,39.89,12.72,0.62,0.88,0.07,0.28,1.5,0.35,8.3,26.31,unidentified,1.15,0.55,0.6,2.13,-27.17,1,0,0.26,0.21,0,0,0.33,0.09,0.73,0.26,0.44,0.0,9.8,36.5,7.82,17.34,7.3,25.08,0.18,0.01,0.71,0.37,13.0,122.49
9.0,8.25,6.13,7.5,10.0,5.9,7.4,8.63,13.0,2.38,6.25,6.67,unidentified,unidentified,equal strength teams,0.07,0.67,0.02,0.8,0.0,0.14,0.46,0.12,0.0,0.0,0.0,0.0,7.79,7.8,9.68,5.1,0.76,0.94,0.58,0.0,1.7,0.58,7.8,7.39,unidentified,1.12,0.18,0.94,0.01,-4.58,1,0,0.18,-0.58,0,1,0.87,0.46,0.16,0.0,0.67,0.12,8.25,4.89,9.12,7.44,6.02,9.84,0.22,0.08,2.97,0.46,10.84,20.51
9.0,63.0,9.5,8.67,14.4,17.0,8.43,8.86,5.23,5.6,8.5,9.0,unidentified,unidentified,equal strength teams,0.38,0.69,0.24,0.1,0.01,0.64,1.19,0.0,0.16,0.44,0.33,0.01,27.17,13.36,7.51,7.7,1.31,0.75,1.35,0.78,2.06,2.13,20.26,7.6,unidentified,-0.07,-0.04,-0.03,-13.81,0.19,0,1,-0.56,-0.57,1,1,0.48,1.63,0.88,0.17,0.7,0.33,8.84,7.02,38.7,8.68,13.25,7.12,0.1,0.28,1.62,2.06,116.66,7.83
8.83,4.8,11.86,21.0,13.25,20.5,8.0,28.0,4.57,17.0,4.5,11.0,unidentified,unidentified,away team stronger,0.0,0.0,0.15,0.01,0.13,0.15,0.13,0.05,0.03,0.16,0.0,0.4,8.5,18.25,13.52,10.83,0.15,0.29,0.21,0.56,0.44,0.77,13.37,12.18,unidentified,-0.33,-0.06,-0.27,9.75,-2.69,1,0,0.14,0.35,0,0,0.01,0.29,0.3,0.43,0.13,0.05,14.92,12.5,9.02,16.25,16.18,7.78,0.03,0.06,0.43,0.79,35.23,74.86
